num,chr1,chr2,start1,end1,start2,end2,pvalue,length,ks_median,ks_average,hocv1,hocv2,hocv3,hocv4,hocv5,hocv6,hocv7,hocv8,block1,block2,ks,density1,density2,CSR,module,Ts
19,20,5,119,14,2586,2713,0.00,5,1.79766349596934,1.5788087304795921,-0.5,0.0,0.0,0.0,0.5,0.75,0.75,0.75,119_75_59_52_14,2586_2632_2654_2675_2713,0.976958015781016_0.947712181529564_1.93516262219428_2.23654733692376_1.79766349596934,0.04716981132075472,0.0390625,0,0,0
20,20,5,131,38,39,112,0.00,5,1.2745999048469,1.1208862094789422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,131_88_87_85_38,39_64_65_67_112,1.30455014272719_0.628493354216102_1.07070938283797_1.2745999048469_1.32607826276655,0.05319148936170213,0.06756756756756757,0,0,0
21,20,5,131,203,39,53,0.00,4,1.23904945213634,1.5740625834460409,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,131_167_187_203,39_45_48_53,1.30455014272719_2.99702240504813_0.821129024463353_1.17354876154549,0.0547945205479452,0.26666666666666666,0,0,0
22,20,1,29,253,5134,5244,0.00,18,1.0702035021378449,1.2240159623808435,0.7222222222222222,0.7777777777777778,0.9444444444444444,0.9444444444444444,1.0,1.0,1.0,1.0,29_73_114_139_145_147_149_152_156_189_198_203_205_210_220_233_242_253,5134_5150_5160_5165_5171_5172_5174_5175_5177_5186_5205_5210_5211_5214_5224_5225_5229_5244,0.880284207581583_0.664118927601474_2.25807964477052_1.00507095126953_0.945071651388721_1.5927465076194_1.42731339699787_0.970040479900017_1.52910360500835_0.634155075807873_1.47223155720713_1.32672812494287_0.611488859586677_0.879168079508517_1.73753898719507_2.14468404312899_1.13533605300616_0.819127170334435,0.08,0.16216216216216217,0,0,0
23,20,1,66,2,4,64,0.00,10,1.154266814094965,1.1658047150638504,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66_65_40_39_29_25_19_9_6_2,4_5_12_13_19_23_24_29_30_64,1.77905926017224_1.68697280856441_-2.0_0.996316571725724_0.756996053349668_1.1091694688729_1.36784629720886_-2.0_0.430713101299971_1.19936415931703,0.15384615384615385,0.16393442622950818,0,0,0
24,20,1,88,25,4811,4908,0.00,6,1.354646118734685,1.506752556017184,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,88_60_47_44_28_25,4811_4847_4875_4877_4908_4908,0.702800063639446_1.57738605420041_2.61491792295992_-2.0_1.13190618326896_-2.0,0.09375,0.061224489795918366,0,0,0
25,20,1,92,66,5260,5303,0.00,6,1.256389827209235,1.2705191008280774,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,92_88_85_81_67_66,5260_5262_5263_5265_5303_5303,1.30666029950748_0.61503391747531_1.33625142468456_1.20611935491099_2.20873817658779_0.950311431802333,0.2222222222222222,0.13636363636363635,0,0,0
26,20,1,150,67,4618,4703,0.00,5,1.01981192731615,1.0522952416001043,0.0,0.25,0.25,0.75,0.75,0.75,0.75,1.0,150_129_125_117_67,4618_4656_4669_4693_4703,1.14654669648367_0.983768290024632_1.01981192731615_0.93880762237014_1.17254167180593,0.05952380952380952,0.05813953488372093,0,0,0
27,20,1,701,744,4621,4715,0.00,4,1.003523659224371,1.0184687519110573,-0.25,0.0,0.0,0.25,0.25,0.5,0.5,0.75,701_707_737_744,4621_4662_4681_4715,0.391081443540787_0.858692110807592_1.6757462456547_1.14835520764115,0.09090909090909091,0.042105263157894736,0,0,0
28,20,2,451,750,2342,2587,0.00,40,1.13310177876296,1.1838394998412196,0.525,0.8,0.9,0.95,1.0,1.0,1.0,1.0,451_465_484_508_509_519_520_522_534_546_549_556_557_558_564_567_571_577_588_592_603_613_614_615_617_619_625_632_635_664_696_710_713_715_716_721_722_724_733_750,2342_2391_2407_2413_2414_2418_2419_2420_2424_2429_2431_2454_2455_2456_2460_2462_2468_2470_2480_2486_2489_2493_2498_2499_2502_2503_2504_2507_2510_2514_2548_2552_2561_2562_2563_2582_2583_2584_2586_2587,1.37941761125753_1.21557763225804_0.552008163743796_2.82852621597466_0.964028583307954_0.602405791311244_1.7044184382074_1.24761548284315_0.90419438191769_0.581818960357711_0.681647374507754_0.94838820609555_1.44755847268086_-2.0_1.15168886830398_0.68658379939636_1.64677731448609_0.929954029319358_1.93138471928426_1.20167787093639_1.06233554946793_0.598307962740158_1.20653128857816_0.309849375325262_0.760809188555008_1.4379343246258_0.796583914836438_0.840770265144163_0.253240964444776_1.04272726889305_1.82053189935588_1.72165389932326_2.09679402626891_1.84886862948769_1.46606982324922_1.13310177876296_1.28425297608309_0.923345178290658_1.87849357458773_1.08186668959765,0.13333333333333333,0.16260162601626016,0,0,0
29,20,2,671,441,3600,3893,0.00,18,1.33887502302867,1.4535433901939296,0.35294117647058826,0.7058823529411765,0.8235294117647058,0.8235294117647058,0.9411764705882353,1.0,1.0,1.0,671_663_614_608_606_604_574_570_562_548_536_530_523_521_520_511_490_441,3600_3636_3658_3663_3667_3668_3718_3724_3734_3771_3797_3817_3830_3835_3839_3861_3892_3893,1.17047669814192_0.669953817142376_1.00445498877671_2.38760542336297_2.95284918671308_1.25075220376823_1.54602128461429_0.914206627075569_1.67743043709357_0.401317684324216_1.50060375036439_1.23972396065309_0.801605246730891_1.33887502302867_1.57429860964797_1.58795861136469_2.69210408049417_-2.0,0.07792207792207792,0.061224489795918366,0,0,0
30,20,2,463,379,2738,2782,0.00,16,1.005764664387828,1.081728678983686,0.4,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,463_462_451_443_441_439_438_431_428_403_401_400_390_387_383_379,2738_2739_2746_2750_2751_2752_2753_2756_2757_2761_2766_2768_2773_2774_2782_2782,1.4179486172904_0.796522528804416_0.508574806367512_1.32588602306178_0.648073707605463_1.9999987387045_0.973156186396295_0.882989671294776_1.43932416870351_0.403330905155299_0.97856761954242_1.13905153928316_1.64469868027078_0.991658487826856_1.13800634248301_1.0198708409488,0.18823529411764706,0.35555555555555557,0,0,0
31,20,2,748,575,3422,3567,0.00,16,1.293459099925875,1.350402412346539,0.5333333333333333,0.8,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.9333333333333333,748_743_738_730_714_713_706_703_700_698_690_685_684_668_625_575,3422_3430_3436_3449_3462_3463_3477_3483_3489_3492_3511_3522_3527_3542_3560_3567,0.509020841545099_1.39898416629937_1.33941081689902_1.03286404117845_0.958620718508013_1.53529169026638_1.23517878368379_1.57548679131599_2.59840683211351_1.24108739747862_1.13654315628738_1.35766985501472_1.60520950479448_1.73184551417547_1.1033111050316_1.24750738295273,0.09195402298850575,0.1095890410958904,0,0,0
32,20,2,611,670,3521,3650,0.00,11,1.072482920925745,1.1238317858514344,0.5454545454545454,0.6363636363636364,0.7272727272727273,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,611_625_634_636_640_641_644_663_665_667_670,3521_3560_3568_3585_3593_3597_3603_3636_3639_3642_3650,1.04165473681989_1.1033111050316_1.53566228878048_-2.0_1.52743977329727_0.359485992964984_1.00035409575331_0.669953817142376_0.996503948760522_1.37600590357432_1.62794619638959,0.18333333333333332,0.08461538461538462,0,0,0
33,20,2,449,342,4005,4110,0.00,11,1.117022443929005,0.9697218300948254,0.6,0.9,1.0,1.0,1.0,1.0,1.0,1.0,449_447_437_432_430_429_419_409_404_392_342,4005_4007_4014_4015_4018_4019_4038_4076_4081_4098_4110,0.236269542197398_-2.0_0.787612939245826_0.342866709512651_1.21066751187566_1.40862067810745_0.56341309441989_1.60130148888435_1.31242144884702_1.11521580439441_1.1188290834636,0.10185185185185185,0.10377358490566038,0,0,0
34,20,2,260,84,2208,2401,0.00,10,0.906024804564435,1.0599829867155315,0.3333333333333333,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,260_237_230_200_199_182_160_135_129_84,2208_2222_2225_2269_2270_2311_2328_2373_2399_2401,-2.0_1.77714343175186_0.906024804564435_0.685659336879387_0.43726643622786_1.63744934262302_1.33389951298963_-2.0_0.642438041972529_-2.0,0.05649717514124294,0.05154639175257732,0,0,0
35,20,2,32,4,2050,2172,0.00,7,1.1745857455457451,1.3107274129418645,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32_22_20_18_16_14_4,2050_2085_2093_2101_2111_2145_2172,0.889922101832547_1.93544431233838_2.03784041855413_0.65198615383464_1.21317350062626_1.13599799046523_-2.0,0.2413793103448276,0.056910569105691054,0,0,0
36,20,2,486,357,582,689,0.00,7,0.8656368997245245,1.0130944697807982,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,1.0,486_465_462_435_409_403_357,582_611_614_640_661_687_689,0.756422052124216_1.83840286968968_0.974851747324833_0.485431722898412_1.3184220223877_0.705036404259948_-2.0,0.05384615384615385,0.06481481481481481,0,0,0
37,20,2,383,257,306,403,0.00,5,0.9773640321313346,1.037575753910447,0.5,0.5,0.5,0.75,0.75,0.75,0.75,1.0,383_352_335_303_257,306_336_381_394_403,0.521186176820529_1.06627327006064_0.888454794202029_1.67438877455859_-2.0,0.03937007874015748,0.05102040816326531,0,0,0
38,20,2,678,558,681,745,0.00,5,1.914452206901955,2.368025595528504,-0.25,-0.25,0.0,0.25,0.75,0.75,0.75,1.0,678_647_633_608_558,681_689_726_729_745,2.7199870331833_1.10891738062061_0.970829170139717_4.67236879817039_-2.0,0.04132231404958678,0.07692307692307693,0,0,0
39,20,2,246,365,1768,1823,0.00,4,0.702011702060543,0.8713463456536377,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,246_292_321_365,1768_1771_1778_1823,0.578029061179365_0.707045703443672_1.5033329173141_0.696977700677414,0.03333333333333333,0.07142857142857142,0,0,0
40,20,8,427,611,2069,2402,0.00,17,0.901781943334719,1.0940224466438029,0.4117647058823529,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.9411764705882353,1.0,1.0,427_435_451_466_471_485_490_492_493_509_513_533_541_542_557_561_611,2069_2083_2090_2135_2149_2182_2191_2193_2203_2237_2245_2288_2299_2304_2349_2373_2402,1.27649210234951_0.481855508736312_1.87869533870912_0.619123974033467_0.56984745458286_1.39239454990805_2.26506097692322_0.874119147868834_0.648290006885908_0.582365177853786_2.3183399142764_0.901781943334719_0.576077167333182_0.549158132654713_1.72105071502481_0.99964609229612_0.944083390173639,0.0918918918918919,0.05089820359281437,0,0,0
41,20,8,665,546,1941,2063,0.00,16,1.27553187468089,1.6220496185187574,0.5333333333333333,0.8,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,665_655_654_650_646_638_633_625_621_619_608_605_601_595_593_546,1941_1964_1968_1973_1974_1985_2005_2019_2027_2030_2038_2048_2054_2055_2062_2063,0.897603236135494_0.922582392399748_1.31686092650212_3.67260011358554_-2.0_0.741602001432229_1.82918003023126_0.595703497672268_1.1179303618062_-2.0_2.08499278421672_1.27553187468089_3.19277260837443_2.37741334277001_1.06187187093694_-2.0,0.13333333333333333,0.13008130081300814,0,0,0
42,20,8,703,744,2460,2567,0.00,13,1.24534077698319,1.5546723715913113,0.46153846153846156,0.8461538461538461,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,703_704_706_708_715_726_728_729_731_734_740_741_744,2460_2461_2468_2484_2502_2536_2541_2542_2545_2548_2565_2566_2567,1.77667686215433_2.90682281734975_1.2387753397709_2.11528077448739_1.89006317001646_1.11995563602124_0.609915313820906_0.909516996547633_1.08205688087412_1.06701455342358_1.24534077698319_2.93841609366038_1.31090561557717,0.30952380952380953,0.12037037037037036,0,0,0
43,20,8,252,417,364,480,0.00,6,0.8019776574142,0.8773393843094354,-0.3333333333333333,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333334,1.0,1.0,252_299_344_368_410_417,364_365_377_418_436_480,0.486538436648443_1.21871409110294_0.699121100759714_0.8019776574142_-2.0_1.18034563562188,0.03614457831325301,0.05128205128205128,0,0,0
44,20,8,300,370,2576,2660,0.00,5,0.6011969094793415,0.7057429021081383,0.4,0.6,0.6,0.6,0.8,1.0,1.0,1.0,300_343_344_346_370,2576_2619_2627_2629_2660,-2.0_1.20752993558085_0.41304785389302_0.675052284370174_0.527341534588509,0.07042253521126761,0.058823529411764705,0,0,0
45,20,8,30,13,2718,2763,0.00,4,1.77001992884263,1.2809984395508136,0.25,0.75,0.75,0.75,1.0,1.0,1.0,1.0,30_26_22_13,2718_2719_2743_2763,0.141347730954651_-2.0_1.93162765885516_1.77001992884263,0.2222222222222222,0.08695652173913043,0,0,0
46,20,6,475,542,712,837,0.00,13,1.15012345438037,1.346933983404863,0.23076923076923078,0.46153846153846156,0.7692307692307693,0.8461538461538461,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.9230769230769231,475_477_485_486_488_490_499_511_523_530_536_541_542,712_723_724_727_733_754_776_790_796_810_822_835_837,1.15012345438037_2.02414896864386_2.17826849990319_0.629858276222556_0.799314141980182_3.0665801378795_0.961348145760533_1.71955745946057_0.778406675480371_1.26131004514922_1.71778960307917_0.559530648711876_0.663905727611824,0.19117647058823528,0.10317460317460317,0,0,0
47,20,6,403,448,563,639,0.00,10,1.08077549341556,1.216921331245808,0.5,0.7,0.8,0.9,1.0,1.0,1.0,1.0,403_404_409_411_412_430_432_441_445_448,563_564_579_582_587_618_619_629_635_639,0.506722676969902_1.00828186009357_1.15326912673755_1.45139186934134_0.881410261691217_1.32227965993172_0.366504149001761_0.80400005545148_2.27156585713463_2.40378779610491,0.21739130434782608,0.12987012987012986,0,0,0
48,20,6,574,663,900,1011,0.00,6,1.132926979892495,1.418453832096956,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,574_587_604_608_614_663,900_927_945_960_962_1011,1.08329868021331_1.18255527957168_1.0785023776442_3.28934204092539_1.58332587632856_0.293698737898595,0.06666666666666667,0.05357142857142857,0,0,0
49,20,6,403,462,2778,2890,0.01,4,0.8976317404069729,0.9354806907125739,-0.25,0.0,0.25,0.5,0.75,0.75,0.75,0.75,403_409_436_462,2778_2818_2856_2890,0.60209410027687_1.34456518175948_1.07782625378405_0.717437227029896,0.06666666666666667,0.035398230088495575,0,0,0
50,20,6,655,684,1209,1243,0.01,4,1.36347503404227,1.3160259504629837,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,655_668_679_684,1209_1224_1232_1243,-2.0_1.36347503404227_0.997265919676661_1.58733689767002,0.13333333333333333,0.11428571428571428,0,0,0
51,20,7,487,608,2708,2819,0.00,8,1.839778295893,1.8260421256158423,0.0,0.125,0.625,0.75,0.75,0.75,0.875,1.0,487_535_571_574_586_595_607_608,2708_2735_2766_2771_2790_2810_2818_2819,-2.0_1.23249529858266_1.72982938083567_1.839778295893_0.968057577803076_2.58357010679731_2.3622407668697_2.06632345252948,0.06557377049180328,0.07142857142857142,0,0,0
52,20,7,115,161,21,54,0.00,5,0.845973375510477,1.1725404344831765,0.0,0.6,0.6,0.6,0.8,1.0,1.0,1.0,115_140_141_142_161,21_50_51_52_54,2.83814222543868_0.917182504009265_0.589478485329131_0.671925582128329_0.845973375510477,0.10638297872340426,0.14705882352941177,0,0,0
53,20,7,490,432,2696,2762,0.00,5,1.885618591932165,1.6884039743469061,-0.25,0.25,0.75,0.75,0.75,0.75,1.0,1.0,490_487_483_482_432,2696_2708_2714_2753_2762,2.23646716950742_-2.0_2.03556938666864_0.745911544015875_1.73566779719569,0.0847457627118644,0.07462686567164178,0,0,0
54,20,7,638,535,3187,3239,0.00,5,1.71424068793668,1.6154541087995824,0.25,0.25,0.25,0.5,1.0,1.0,1.0,1.0,638_617_611_577_535,3187_3206_3208_3214_3239,2.56767968188281_1.08216137681201_1.71424068793668_0.796129168529013_1.9170596288374,0.04807692307692308,0.09433962264150944,0,0,0
55,20,7,90,124,2503,2551,0.00,4,0.8947234268595065,1.052802861736744,0.0,0.25,0.75,0.75,0.75,0.75,1.0,1.0,90_91_119_124,2503_2504_2529_2551,0.788106802487073_0.641069222229673_1.00134005123194_1.78069537099829,0.11428571428571428,0.08163265306122448,0,0,0
56,20,11,242,140,398,514,0.00,9,1.17083521433358,1.1836380706938001,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,242_239_219_213_206_201_199_185_140,398_403_419_429_450_466_468_513_514,0.980374076169983_1.72029482399658_1.17083521433358_1.3114243949901_1.28440438374839_1.33487761820337_1.11967807213361_0.655630115375426_1.07522393729316,0.08737864077669903,0.07692307692307693,0,0,0
57,20,11,49,17,1663,1842,0.00,7,1.11005663631185,1.2850655974394176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,49_48_40_35_27_22_17,1663_1705_1724_1757_1797_1842_1842,1.77985215298951_1.20323690739731_1.01687636522639_0.855213738801506_0.658031486718361_2.19718293350343_-2.0,0.21212121212121213,0.03888888888888889,0,0,0
58,20,11,163,114,585,688,0.00,7,1.06123234202492,1.1889749650811716,-0.16666666666666666,-0.16666666666666666,0.0,0.3333333333333333,0.5,0.5,0.5,0.8333333333333334,163_162_161_159_158_157_114,585_592_595_604_626_639_688,0.973881742712679_1.58143541019203_1.06123234202492_0.932948183312692_0.737481420057088_1.36560200416198_1.67024365310681,0.14,0.0673076923076923,0,0,0
59,20,12,260,140,379,597,0.00,9,1.47057694759429,1.597315591938124,0.125,0.375,0.5,0.75,0.75,0.875,0.875,0.875,260_242_206_185_162_157_151_148_140,379_406_449_499_540_560_594_597_597,1.47057694759429_1.15075757528785_0.537065390620029_2.27800317023224_0.871522998341951_3.97747868104439_1.8656614944381_1.61935786786363_0.605416202020635,0.0743801652892562,0.0410958904109589,0,0,0
60,20,12,164,208,659,730,0.02,4,0.9015381859556024,1.0058827095556835,-0.25,-0.25,0.0,0.0,0.5,0.5,0.5,0.5,164_173_174_208,659_708_721_730,1.54093109527063_1.08401509467707_0.719061277234135_0.679523371040899,0.08888888888888889,0.05555555555555555,0,0,0
61,20,9,398,556,1302,1686,0.00,29,1.0039744059333384,1.2455339591817502,0.3793103448275862,0.4827586206896552,0.7586206896551724,0.896551724137931,0.9310344827586207,0.9310344827586207,0.9655172413793104,1.0,398_427_435_436_441_445_448_450_464_466_471_473_487_490_496_506_509_520_523_525_530_535_536_541_542_546_550_552_556,1302_1335_1348_1358_1373_1381_1383_1385_1430_1447_1455_1466_1478_1497_1508_1514_1534_1568_1571_1576_1592_1615_1616_1632_1637_1648_1673_1676_1686,2.350118581642_1.10066509948155_0.659578841347811_1.29624724134742_0.63405529040088_1.61861962057147_3.31786392963595_1.31540385103466_2.57116954053753_0.608728410185247_-2.0_0.635273521875716_2.54209017397674_2.46010346734594_0.709131958404971_1.0136834431216_0.613871997601614_2.02042426616697_0.793293298845527_0.718201801801434_0.943793930525677_1.16491727378399_1.49708081977338_0.454051281168346_0.797058544532016_0.504528128747091_0.452536343922164_1.08819483056624_0.994265368745077,0.18238993710691823,0.07532467532467532,0,0,0
